price,year,manufacturer,model,condition,fuel,odometer,transmission,paint_color
11700,2000,ford,f-350,good,diesel,274000,manual,white
8200,1995,mercedes-benz,e320,excellent,gas,274000,automatic,silver
7500,2002,ford,e350,good,diesel,274000,automatic,white
6500,1990,jeep,wrangler,good,gas,274000,manual,white
2800,2005,toyota,prius,good,hybrid,274000,automatic,brown
2400,1993,honda,civic,fair,gas,274000,manual,white
2300,2006,acura,tsx,fair,gas,274000,other,black
12750,2005,chevrolet,c6500,good,diesel,273703,automatic,white
7995,2002,ford,f250,good,diesel,273475,automatic,silver
1500,1997,ford,expedition,fair,gas,273387,automatic,white
4500,1997,toyota,4runner,excellent,gas,273345,manual,green
4500,1997,toyota,4runner,excellent,gas,273345,manual,green
4500,1997,toyota,4runner,excellent,gas,273345,manual,green
15995,2005,gmc,sierra 2500,excellent,diesel,273223,automatic,red
5000,2000,volkswagen,eurovan gls,good,gas,273200,automatic,white
9995,1999,ford,f-350,excellent,gas,273090,automatic,white
9995,1999,ford,f-350,excellent,gas,273090,automatic,white
9995,1999,ford,f-350,excellent,gas,273090,automatic,white
5900,1999,ford,box truck,good,gas,273000,automatic,white
5500,2007,nissan,frontier 4x4,good,gas,273000,automatic,grey
4999,2006,chevrolet,avalanche,excellent,gas,273000,automatic,black
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4950,2002,chevrolet,suburban le 4x4,excellent,gas,273000,automatic,grey
4000,2003,chevrolet,suburban,good,gas,273000,automatic,white
1300,2003,nissan,altima,fair,gas,273000,manual,green
2800,2000,chevrolet,suburban,excellent,gas,272992,automatic,blue
3950,2006,volvo,v-70 2.5t,good,gas,272641,automatic,silver
1100,1999,toyota,avalon,fair,gas,272134,automatic,white
5000,2001,lexus,ls430,good,gas,272041,automatic,black
7975,2006,chevrolet,silverado 1500,excellent,gas,272000,automatic,green
7975,2006,chevrolet,silverado 1500,excellent,gas,272000,automatic,green
7975,2006,chevrolet,silverado 1500,excellent,gas,272000,automatic,green
7975,2006,chevrolet,silverado 1500,excellent,gas,272000,automatic,green
4000,2000,ford,f150 lariet,good,gas,272000,manual,custom
3500,1994,chevrolet,silverado,good,gas,272000,manual,green
3200,2001,subaru,outback,good,gas,272000,automatic,green
3200,2008,jeep,grand cherokee laredo,good,gas,272000,automatic,grey
2900,2001,subaru,outback,good,gas,272000,automatic,green
2200,1998,honda,accord,good,gas,272000,automatic,white
1000,1997,toyota,omgea,fair,gas,272000,manual,red
7450,2006,cadillac,escalade esv platinum,good,gas,271955,automatic,silver
10900,1994,gmc,6000 topkick,good,diesel,271504,automatic,white
8500,2008,chevrolet,suburban,good,gas,271361,automatic,blue
2000,2004,honda,element ex awd,salvage,gas,271323,automatic,silver
3499,1999,jeep,grand cherokee,excellent,gas,271297,automatic,grey
3499,1999,jeep,grand cherokee,excellent,gas,271297,automatic,grey
3500,1996,ford,mustang gt,fair,gas,271289,automatic,black
9999,2006,toyota,tacoma 4x4,excellent,gas,271102,automatic,white
9999,2006,toyota,tacoma 4x4,excellent,gas,271102,automatic,white
7999,2011,dodge,grand can,good,gas,271000,automatic,yellow
7900,1986,toyota,pickup,good,gas,271000,automatic,silver
4900,2005,toyota,4runner limited,good,gas,271000,automatic,silver
3500,2003,chevrolet,silverado 1500,fair,gas,271000,automatic,black
5000,2006,ford,f-150,good,gas,270800,automatic,custom
14500,2003,chevrolet,silverado 2500hd 4x4,good,diesel,270550,automatic,white
10500,1999,ford,f350 dually,good,diesel,270549,manual,blue
7500,2007,toyota,tacoma,good,gas,270080,manual,silver
15000,2001,ram,2500 slt,good,diesel,270000,automatic,blue
13500,1988,gmc,sierra,excellent,gas,270000,automatic,white
8500,2007,chevrolet,silverado,good,gas,270000,automatic,blue
6600,1999,toyota,tacoma,good,gas,270000,manual,white
6000,2003,gmc,sierra 2500hd,good,gas,270000,automatic,white
6000,1995,ford,bronco,good,gas,270000,automatic,black
5995,2006,toyota,sequoia limited,excellent,gas,270000,automatic,custom
5495,1998,toyota,tacoma prerunner,good,gas,270000,automatic,white
4300,2000,toyota,4runner,good,gas,270000,automatic,black
4200,2004,toyota,prius,excellent,hybrid,270000,automatic,white
3995,2000,gmc,yukon sle 4wd,good,gas,270000,automatic,white
3000,1989,honda,crx dx,good,gas,270000,manual,blue
2900,2003,ford,crown victoria police inter,good,gas,270000,automatic,white
2900,2003,ford,crown victoria police inter,good,gas,270000,automatic,white
2900,2003,ford,crown victoria police,good,gas,270000,automatic,white
2900,2003,ford,crown victoria police inter,good,gas,270000,automatic,white
2600,2009,nissan,altima,good,gas,270000,automatic,grey
2500,2000,chevrolet,suburban 2500,fair,gas,270000,automatic,white
2500,2002,ford,f150 4x4,good,gas,270000,automatic,black
2000,2008,rover,lr3,fair,gas,270000,automatic,grey
1800,2001,ford,f150 xlt,good,gas,270000,automatic,black
1300,2008,chevrolet,cobalt,fair,gas,270000,manual,silver
750,1990,mercedes-benz,benz 420sel,fair,gas,270000,automatic,grey
21900,2004,ram,2500,good,diesel,269800,manual,grey
10500,1999,toyota,land cruiser,good,gas,269551,automatic,silver
4750,2005,gmc,sierra 1500,excellent,gas,269362,automatic,white
4750,2005,gmc,sierra 1500,excellent,gas,269362,automatic,white
3500,1998,jeep,cherokee,good,gas,269200,manual,white
15000,1997,chevrolet,1500,good,gas,269000,automatic,green
11000,2008,lexus,gx470,good,gas,269000,automatic,white
9995,2006,toyota,highlander v6 (awd),excellent,gas,269000,automatic,green
2995,2004,mercury,grand marquis,good,gas,269000,automatic,custom
2900,2005,ford,ranger edge,good,gas,269000,manual,silver
2200,2001,honda,civic,good,gas,269000,manual,black
3999,2004,ford,econoline cargo van,good,gas,268544,automatic,white
3999,2004,ford,econoline cargo van,good,gas,268544,automatic,white
3999,2004,ford,econoline cargo van,good,gas,268544,automatic,white
3999,2004,ford,econoline cargo van,good,gas,268544,automatic,white
5500,2001,toyota,tacoma,good,gas,268500,manual,white
2000,1999,ford,expedition,good,gas,268434,automatic,silver
2000,1999,ford,expedition,good,gas,268434,automatic,silver
1600,2007,hyundai,azera limited,fair,gas,268212,automatic,green
8000,2010,ford,f-150 fx4 super crew,fair,gas,268200,automatic,silver
3995,2005,infiniti,g35,good,gas,268165,automatic,silver
15000,1999,ford,f350 super duty,good,diesel,268000,automatic,white
3500,2003,cadillac,deville,good,gas,268000,automatic,white
2550,2004,bmw,530i,good,gas,268000,automatic,silver
10000,2002,toyota,tacoma,excellent,gas,267842,automatic,silver
6500,1995,chevrolet,tahoe,excellent,gas,267000,automatic,red
5500,2002,lexus,is 300,excellent,gas,267000,automatic,white
5000,2001,lexus,ls430,good,gas,267000,automatic,silver
2500,2013,hyundai,elantra,fair,gas,267000,automatic,brown
1200,2002,volkswagen,golf tdi,good,diesel,267000,automatic,red
1400,1997,chevrolet,s-10,good,gas,266786,automatic,red
22999,2009,gmc,sierra 2500hd,excellent,diesel,266443,automatic,white
7950,2004,ford,f150,good,gas,266435,automatic,brown
15000,2012,ford,f250 xlt 4x4,excellent,gas,266312,automatic,white
15000,2012,ford,f250 xlt 4x4,excellent,gas,266312,automatic,white
15000,2012,ford,f250 xlt 4x4,excellent,gas,266312,automatic,white
15000,2012,ford,f250 xlt 4x4,excellent,gas,266312,automatic,white
8000,2000,ford,f-350,fair,diesel,266180,automatic,white
31500,1989,toyota,land cruiser fj62,good,gas,266000,automatic,white
5000,2001,dodge,3500,fair,diesel,266000,manual,green
3000,1998,toyota,4runner 4wd,good,gas,266000,automatic,silver
3000,2003,chevrolet,s10 pickup,good,gas,266000,automatic,white
39500,2015,ford,f350 super duty kingranch,like new,diesel,265835,automatic,black
1500,2001,acura,tl,good,gas,265703,automatic,silver
3500,1998,toyota,4runner,fair,gas,265480,automatic,white
4300,2006,subaru,outback,good,gas,265442,automatic,green
9000,2008,chevrolet,silverado 1500,fair,gas,265356,automatic,red
9000,2008,chevrolet,silverado 1500,fair,gas,265356,automatic,red
4200,1992,volkswagen,jetta diesel,good,diesel,265314,manual,black
5000,1987,chevrolet,silverado,good,gas,265298,automatic,white
6500,2006,chevrolet,colorado,excellent,gas,265200,automatic,white
5500,2000,toyota,4runner,good,gas,265014,automatic,green
120000,2012,chevrolet,silverado,good,gas,265000,automatic,white
12500,2008,toyota,tacoma,excellent,gas,265000,automatic,white
11000,2008,chevrolet,silverado 1500,good,gas,265000,automatic,red
9975,1999,ford,f-250,good,diesel,265000,automatic,white
8500,2005,gmc,2500,fair,gas,265000,automatic,grey
6750,2003,toyota,tacoma,excellent,gas,265000,manual,white
6500,2013,volkswagen,jetta,good,diesel,265000,automatic,grey
5000,2000,toyota,tacoma,fair,gas,265000,automatic,brown
4300,2008,ford,explorer sport trac,good,gas,265000,automatic,brown
2900,2005,honda,odyssey,good,gas,265000,automatic,blue
2700,2003,honda,accord,good,gas,265000,automatic,custom
2500,2003,subaru,outback forester awd,fair,gas,265000,automatic,white
1800,2002,ford,f150 supercrew cab 4x4,fair,gas,265000,automatic,red
7000,2002,ford,f-250,good,gas,264700,automatic,white
18999,2010,ford,f250 king ranch,excellent,diesel,264315,automatic,red
8300,2001,toyota,pre runner,excellent,gas,264000,automatic,red
2000,2003,bmw,x5,fair,gas,264000,automatic,silver
1850,2005,hyundai,elantra,good,gas,264000,manual,blue
3800,2008,honda,accord ex,good,gas,263923,automatic,silver
15999,2011,gmc,sierra denali,excellent,gas,263700,automatic,grey
25999,2007,ram,2500,excellent,diesel,263491,automatic,red
25999,2007,ram,2500,excellent,diesel,263491,automatic,red
25999,2007,ram,2500,excellent,diesel,263491,automatic,red
13500,2006,toyota,tacoma x-runner,excellent,gas,263230,automatic,black
11500,2007,ford,f150 fx4,good,gas,263000,automatic,grey
8550,1984,ford,cf8000,good,diesel,263000,manual,white
7600,2008,toyota,4runner limited,excellent,gas,263000,automatic,silver
6000,2000,toyota,4runner 4wd,good,gas,263000,automatic,silver
4450,1997,toyota,tacoma,excellent,gas,263000,automatic,white
4400,2004,chevrolet,tahoe,fair,gas,263000,automatic,red
3950,2008,toyota,prius,good,hybrid,263000,automatic,red
4500,2003,ford,f-150 supercrew cab xlt,good,gas,262810,automatic,silver
3995,2003,toyota,camry,good,gas,262646,automatic,brown
3333,2007,chevrolet,impala ls,good,gas,262303,automatic,red
2500,2003,honda,civic,good,gas,262230,automatic,black
8950,2003,toyota,tacoma prerunner,excellent,gas,262223,automatic,silver
3800,2004,chevrolet,express,excellent,gas,262168,automatic,white
10950,2005,ford,mustang g. t. conv.,excellent,gas,262114,manual,black
16000,2004,ram,2500,like new,diesel,262000,automatic,blue
8900,2009,mercedes-benz,benz c300,good,gas,262000,automatic,silver
8500,2003,toyota,tundra,good,gas,262000,automatic,silver
4500,2006,chevrolet,express 2500,good,gas,262000,automatic,white
3800,2000,jeep,cherokee sport 4x4,fair,gas,262000,automatic,white
3800,1998,mitsubishi,montero,good,gas,262000,automatic,red
3800,1998,mitsubishi,montero,good,gas,262000,automatic,red
2800,2005,infiniti,g35,like new,gas,262000,automatic,brown
1650,1969,chevrolet,c-10 pickup,fair,gas,262000,manual,grey
8750,2004,gmc,w4500,good,diesel,261875,automatic,white
2200,2002,toyota,prius,good,hybrid,261525,automatic,silver
2000,1997,dodge,dakota,fair,gas,261479,automatic,white
4000,2010,toyota,prius five,fair,hybrid,261376,automatic,blue
4000,2010,toyota,prius five,fair,hybrid,261376,automatic,blue
25995,2011,ford,f250 diesel,excellent,diesel,261000,automatic,grey
9800,2008,dodge,sprinter 2500,good,diesel,261000,automatic,white
7500,2000,toyota,4runner sr5 4x4,good,gas,261000,automatic,green
6000,2004,toyota,sequoia sr5,good,gas,261000,automatic,grey
6000,2002,subaru,wrx,good,gas,261000,manual,black
4999,2004,toyota,sequoia,like new,gas,261000,automatic,blue
4500,2003,toyota,sequoia,fair,gas,261000,automatic,silver
3600,2003,toyota,highlander limited,excellent,gas,261000,automatic,blue
4800,2006,chevrolet,silverado,good,gas,260600,automatic,white
9999,2007,gmc,yukon,excellent,gas,260555,automatic,black
21988,2006,ford,f-350 super duty,excellent,diesel,260421,automatic,white
21988,2006,ford,f-350 super duty,excellent,diesel,260421,automatic,white
21988,2006,ford,f-350 super duty,excellent,diesel,260421,automatic,white
21988,2006,ford,f-350 super duty,excellent,diesel,260421,automatic,white
21988,2006,ford,f-350 super duty,excellent,diesel,260421,automatic,white
21988,2006,ford,f-350 super duty,excellent,diesel,260421,automatic,white
2900,2008,toyota,sienna le,good,gas,260300,automatic,blue
27999,2012,ford,f250 king ranch,excellent,diesel,260000,automatic,custom
18999,2011,ford,f250 utility bed (boxes),good,diesel,260000,automatic,white
7200,2006,toyota,4runner,good,gas,260000,automatic,silver
6500,1997,toyota,t100,good,gas,260000,automatic,black
5400,2008,honda,cr-v,excellent,gas,260000,automatic,blue
5000,2003,gmc,yukon xl,good,gas,260000,automatic,grey
4000,1992,mercedes-benz,300 e,like new,gas,260000,automatic,white
3999,1989,toyota,4runner,fair,gas,260000,automatic,red
3900,2015,dodge,dart,good,gas,260000,automatic,white
3900,2003,jeep,liberty limited 4x4,excellent,gas,260000,automatic,silver
3700,2002,toyota,sequoia,good,gas,260000,automatic,black
3600,2003,toyota,highlander limited,excellent,gas,260000,automatic,blue
3600,2003,toyota,highlander limited,excellent,gas,260000,automatic,blue
3450,2003,chevrolet,trailblazer 4x4,good,gas,260000,automatic,white
3300,2009,ford,focus ses,good,gas,260000,automatic,silver
3000,2004,honda,odyssey,good,gas,260000,automatic,blue
2500,1999,lincoln,town car,excellent,gas,260000,automatic,yellow
2500,2004,chevrolet,trailblazer,good,gas,260000,automatic,white
2100,2001,honda,accord,good,gas,260000,manual,silver
1850,1997,ford,f150,fair,gas,260000,automatic,silver
1850,1997,ford,f150,fair,gas,260000,automatic,silver
1800,1999,toyota,camry le,good,gas,260000,automatic,grey
1800,2002,honda,accord,good,gas,260000,automatic,blue
1500,1996,toyota,corolla,excellent,gas,260000,automatic,green
1500,1999,ram,1500,fair,gas,260000,automatic,green
1000,1994,ford,explorer eddie bauer,fair,gas,260000,automatic,white
1500,2002,honda,odyssey 5dr ex,fair,gas,259923,automatic,silver
3500,1993,jeep,cherokee,fair,gas,259908,automatic,red
9499,2014,ram,1500,good,gas,259897,automatic,white
34900,2016,ram,1500 laramie,excellent,gas,259610,automatic,black
34900,2016,ram,1500 laramie,excellent,gas,259610,automatic,black
34900,2016,ram,1500 laramie,excellent,gas,259610,automatic,black
21995,2011,ram,3500,good,gas,259556,automatic,white
4400,2004,toyota,sienna xle,excellent,gas,259300,automatic,red
4499,2007,chevrolet,silverado,excellent,gas,259285,automatic,custom
9950,1991,toyota,land cruiser,excellent,gas,259087,automatic,silver
18950,2012,mercedes-benz,sprinter 2500,excellent,diesel,259071,automatic,white
10000,2007,lexus,gx470,good,gas,259000,automatic,white
3650,1998,chevrolet,suburban 1500,excellent,gas,259000,automatic,brown
2950,2007,toyota,solara,good,gas,259000,automatic,white
2800,2003,honda,odyssey,fair,gas,259000,automatic,red
2000,1993,gmc,sierra dually turbo,good,diesel,259000,automatic,white
1300,1997,toyota,corolla,fair,gas,259000,automatic,green
11699,2005,chevrolet,silverado 3500hd,good,diesel,258918,automatic,white
4100,2000,honda,accord ex-l,excellent,gas,258872,automatic,white
1500,2006,chevrolet,tahoe,fair,gas,258780,automatic,black
3000,2006,toyota,sienna ce,good,gas,258665,automatic,blue
1750,1997,honda,accord,fair,gas,258434,automatic,white
9995,2007,chevrolet,suburban ltz,excellent,gas,258180,automatic,silver
4995,2009,gmc,canyon,good,gas,258139,automatic,white
14900,1999,lexus,lx470,good,gas,258000,automatic,black
8000,2009,chevrolet,silverado,excellent,gas,258000,automatic,black
6495,2000,ford,f 150,excellent,gas,258000,automatic,red
4000,2007,honda,civic coupe,good,gas,258000,automatic,black
3900,2006,gmc,envoy denali,good,gas,258000,automatic,black
3495,2003,chevrolet,tahoe,good,gas,258000,automatic,white
3200,2007,chevrolet,work truck,good,gas,258000,automatic,white
3200,1995,honda,civic lx,good,gas,258000,manual,grey
3000,2003,toyota,matrix xrs,excellent,gas,258000,automatic,silver
2950,2001,subaru,legacy wagon awd,good,gas,258000,automatic,green
2950,2001,subaru,legacy wagon awd,good,gas,258000,automatic,green
2950,2001,subaru,legacy wagon awd,good,gas,258000,automatic,green
2950,2001,subaru,legacy wagon awd,good,gas,258000,automatic,green
2950,2001,subaru,legacy wagon awd,good,gas,258000,automatic,green
2950,2001,subaru,legacy wagon awd,good,gas,258000,automatic,green
2200,1998,toyota,carmy,good,gas,258000,automatic,blue
2000,1996,honda,civic,good,gas,258000,automatic,silver
1250,1999,dodge,durango,salvage,gas,258000,automatic,white
11000,2007,toyota,tundra double cab,good,gas,257995,automatic,grey
2600,2003,dodge,dakota slt,salvage,gas,257800,automatic,blue
1300,2004,honda,crv,good,gas,257600,automatic,green
2000,2006,ford,escape,excellent,gas,257436,automatic,white
1300,2001,ford,f-150 xlt,fair,gas,257401,automatic,brown
33900,2016,ford,f250 super duty diesel,like new,diesel,257000,automatic,white
18900,2007,chevrolet,silverado 2500hd duramax,excellent,diesel,257000,automatic,white
8500,2003,ford,f-250 super duty xlt,excellent,diesel,257000,automatic,grey
